,neighbourhood_group,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365
3722,Manhattan,Private room,125,2,0,0.0,1,0
3724,Manhattan,Entire home/apt,110,1,3,0.06,1,0
3725,Brooklyn,Entire home/apt,105,2,281,4.29,1,248
3726,Brooklyn,Private room,45,5,42,0.64,2,221
3728,Brooklyn,Entire home/apt,80,10,109,1.66,1,15
3733,Manhattan,Private room,89,3,7,0.15,1,10
3734,Manhattan,Private room,129,5,1,0.02,1,0
3739,Manhattan,Entire home/apt,175,2,5,0.08,1,0
3740,Brooklyn,Private room,40,3,10,0.16,1,0
3742,Brooklyn,Private room,85,10,1,0.02,1,0
3743,Brooklyn,Entire home/apt,219,4,21,0.33,2,31
3744,Manhattan,Entire home/apt,130,10,3,0.39,1,156
3745,Brooklyn,Entire home/apt,149,10,4,0.09,52,330
3746,Manhattan,Entire home/apt,100,1,5,0.12,1,0
3748,Manhattan,Private room,67,1,21,0.36,4,331
3749,Manhattan,Entire home/apt,221,2,252,4.91,1,256
3751,Brooklyn,Private room,75,4,3,0.05,1,0
3754,Manhattan,Entire home/apt,200,1,0,0.0,1,0
3756,Brooklyn,Private room,100,7,0,0.0,1,0
3757,Queens,Shared room,65,1,0,0.0,1,0
3759,Manhattan,Entire home/apt,112,10,22,0.34,6,244
3760,Manhattan,Entire home/apt,175,1,15,0.29,1,0
3762,Queens,Entire home/apt,120,2,5,0.19,1,81
3763,Manhattan,Entire home/apt,150,10,1,0.02,1,0
3765,Manhattan,Private room,81,1,133,2.23,2,13
3766,Brooklyn,Private room,89,3,152,2.67,1,147
3767,Brooklyn,Entire home/apt,199,10,3,0.06,52,127
3768,Brooklyn,Entire home/apt,149,10,0,0.0,52,330
3769,Brooklyn,Private room,45,2,211,3.25,1,270
3770,Brooklyn,Entire home/apt,149,10,2,0.03,52,337
3773,Queens,Private room,65,2,13,0.22,1,362
3775,Manhattan,Entire home/apt,150,2,48,0.73,1,0
3777,Manhattan,Entire home/apt,199,3,8,0.16,1,0
3779,Manhattan,Entire home/apt,150,1,0,0.0,1,0
3780,Brooklyn,Entire home/apt,130,10,28,0.43,1,297
3781,Manhattan,Private room,175,3,1,0.07,1,0
3783,Manhattan,Private room,90,1,170,2.92,1,255
3791,Brooklyn,Entire home/apt,180,2,97,1.83,1,24
3794,Manhattan,Entire home/apt,85,5,0,0.0,1,0
3795,Brooklyn,Private room,49,4,2,0.04,1,0
3797,Brooklyn,Private room,91,4,106,2.82,1,113
3798,Manhattan,Private room,100,5,8,0.26,1,0
3799,Manhattan,Entire home/apt,152,1,5,0.14,1,0
3801,Manhattan,Private room,110,1,227,3.5,1,239
3802,Brooklyn,Private room,73,10,0,0.0,1,0
3805,Manhattan,Entire home/apt,135,2,3,0.06,1,0
3806,Manhattan,Entire home/apt,75,2,14,0.33,1,0
3810,Manhattan,Entire home/apt,200,1,8,0.16,1,0
3811,Brooklyn,Private room,75,3,5,0.08,2,334
3814,Manhattan,Private room,70,10,0,0.0,1,0
3815,Queens,Entire home/apt,88,3,33,0.77,5,262
3819,Manhattan,Entire home/apt,220,2,146,3.45,1,112
3820,Manhattan,Entire home/apt,150,1,11,0.26,1,0
3821,Brooklyn,Private room,49,4,4,0.07,2,8
3822,Brooklyn,Entire home/apt,86,2,0,0.0,1,0
3823,Brooklyn,Entire home/apt,140,1,141,2.41,1,307
3824,Queens,Entire home/apt,86,1,52,0.79,1,53
3827,Manhattan,Entire home/apt,225,2,3,0.09,1,88
3828,Manhattan,Private room,75,1,4,0.06,1,0
3829,Manhattan,Entire home/apt,150,1,49,0.75,1,0
3830,Manhattan,Private room,199,3,1,0.56,1,0
3831,Brooklyn,Entire home/apt,95,4,204,3.1,2,22
3832,Brooklyn,Entire home/apt,200,2,110,1.73,1,51
3833,Manhattan,Entire home/apt,200,3,45,0.73,1,346
3834,Brooklyn,Entire home/apt,175,7,32,0.5,1,24
3835,Brooklyn,Entire home/apt,129,10,3,0.08,52,365
3836,Brooklyn,Entire home/apt,200,3,13,0.22,1,0
3837,Manhattan,Private room,60,3,11,0.18,3,365
3838,Manhattan,Private room,130,7,0,0.0,1,157
3839,Manhattan,Private room,115,3,242,3.69,1,55
3840,Manhattan,Private room,135,2,80,1.22,1,296
3842,Queens,Private room,59,3,106,1.61,1,87
3843,Brooklyn,Entire home/apt,196,2,232,4.31,1,261
3844,Brooklyn,Private room,128,3,52,0.8,1,219
3846,Manhattan,Entire home/apt,200,10,11,0.18,1,363
3847,Manhattan,Entire home/apt,180,5,13,0.22,1,0
3848,Brooklyn,Private room,60,10,16,0.28,2,190
3849,Brooklyn,Private room,70,10,2,0.03,1,264
3850,Manhattan,Private room,40,2,76,1.29,1,291
3852,Brooklyn,Entire home/apt,80,2,17,0.39,1,0
3853,Manhattan,Entire home/apt,85,3,82,1.38,1,35
3854,Manhattan,Private room,70,1,196,3.03,1,0
3855,Brooklyn,Private room,55,5,4,0.08,1,0
3856,Brooklyn,Private room,60,2,0,0.0,1,0
3857,Brooklyn,Private room,100,2,9,0.14,1,0
3858,Brooklyn,Private room,73,10,19,0.3,1,13
3859,Brooklyn,Entire home/apt,145,2,0,0.0,2,0
3860,Queens,Private room,65,2,183,2.82,1,146
3861,Brooklyn,Entire home/apt,162,1,75,1.2,2,103
3863,Brooklyn,Private room,56,10,0,0.0,2,0
3864,Manhattan,Entire home/apt,200,2,26,0.55,1,0
3867,Brooklyn,Entire home/apt,120,10,14,0.22,1,108
3868,Brooklyn,Private room,55,3,8,0.36,1,0
3869,Brooklyn,Private room,59,1,126,2.15,4,22
3870,Brooklyn,Entire home/apt,99,1,1,0.02,1,0
3871,Manhattan,Entire home/apt,155,1,75,1.3,1,0
3872,Manhattan,Entire home/apt,200,3,4,0.08,2,0
3873,Manhattan,Private room,60,4,23,0.35,1,0
3874,Queens,Entire home/apt,85,3,106,1.66,1,238
3875,Manhattan,Private room,150,3,30,0.48,2,4
3876,Queens,Private room,45,2,27,0.42,1,190
3877,Manhattan,Entire home/apt,200,2,53,2.51,2,223
3878,Brooklyn,Entire home/apt,120,2,193,2.97,2,292
3879,Manhattan,Entire home/apt,100,1,0,0.0,1,4
3880,Manhattan,Entire home/apt,195,4,137,2.13,2,233
3881,Brooklyn,Private room,38,3,0,0.0,1,0
3882,Brooklyn,Private room,75,2,0,0.0,1,0
3883,Brooklyn,Entire home/apt,76,10,28,0.44,1,282
3884,Brooklyn,Entire home/apt,175,10,0,0.0,2,148
3886,Brooklyn,Entire home/apt,179,3,149,2.33,1,242
3887,Brooklyn,Private room,200,1,30,0.5,3,362
3889,Bronx,Shared room,32,2,6,0.16,1,83
3890,Brooklyn,Private room,50,3,16,0.25,2,0
3891,Manhattan,Private room,75,1,0,0.0,1,0
3892,Manhattan,Private room,40,1,5,0.08,2,0
3893,Brooklyn,Private room,62,10,39,0.65,3,110
3894,Brooklyn,Private room,239,1,16,0.28,11,363
3895,Brooklyn,Entire home/apt,179,5,22,0.37,1,336
3898,Manhattan,Private room,98,2,182,2.85,1,312
3899,Brooklyn,Private room,89,1,99,1.55,1,0
3900,Manhattan,Entire home/apt,185,2,3,0.27,1,0
3901,Manhattan,Private room,125,3,13,0.34,1,0
3902,Brooklyn,Entire home/apt,180,2,1,0.02,1,0
3903,Brooklyn,Shared room,30,5,34,0.52,2,288
3904,Brooklyn,Private room,60,1,35,0.54,1,333
3905,Manhattan,Private room,115,2,130,2.3,1,276
3906,Brooklyn,Entire home/apt,200,2,13,0.21,2,0
3907,Brooklyn,Private room,70,1,0,0.0,1,0
3908,Manhattan,Entire home/apt,179,10,14,0.27,2,365
3909,Brooklyn,Entire home/apt,109,1,12,0.19,1,0
3910,Manhattan,Private room,124,5,263,4.1,2,236
3911,Manhattan,Entire home/apt,159,2,43,1.1,1,25
3912,Brooklyn,Entire home/apt,85,10,9,0.14,1,12
3913,Brooklyn,Private room,109,2,107,1.64,1,269
3914,Manhattan,Entire home/apt,110,10,1,0.02,1,0
3916,Manhattan,Private room,65,2,2,0.04,1,0
3917,Manhattan,Private room,112,2,20,1.44,1,179
3918,Brooklyn,Shared room,25,5,76,1.22,3,258
3919,Manhattan,Entire home/apt,220,5,0,0.0,1,0
3920,Brooklyn,Entire home/apt,79,3,43,0.71,2,0
3921,Brooklyn,Entire home/apt,200,3,2,0.03,1,205
3922,Brooklyn,Private room,55,4,21,0.34,4,129
3923,Bronx,Private room,50,2,32,0.51,2,156
3924,Brooklyn,Entire home/apt,129,10,9,0.16,52,325
3925,Manhattan,Entire home/apt,195,10,45,0.73,2,327
3926,Brooklyn,Entire home/apt,79,2,8,0.13,1,6
3927,Manhattan,Private room,65,3,8,1.71,1,123
3928,Manhattan,Entire home/apt,123,2,8,0.13,1,0
3929,Brooklyn,Private room,70,5,8,0.15,1,0
3930,Queens,Private room,100,2,37,0.58,2,97
3931,Brooklyn,Private room,69,1,143,2.41,4,22
3934,Manhattan,Entire home/apt,125,3,2,0.13,1,249
3935,Brooklyn,Private room,75,1,35,0.55,2,306
3936,Brooklyn,Entire home/apt,154,1,7,0.11,2,213
3937,Manhattan,Entire home/apt,60,10,12,0.19,1,0
3939,Manhattan,Private room,80,3,3,0.05,2,178
3940,Manhattan,Private room,84,1,184,2.86,2,59
3941,Brooklyn,Entire home/apt,180,6,1,1.0,1,26
3942,Brooklyn,Entire home/apt,100,5,7,0.11,1,0
3943,Brooklyn,Private room,86,2,20,0.31,2,35
3944,Brooklyn,Entire home/apt,189,7,13,0.39,1,33
3945,Manhattan,Entire home/apt,130,10,6,0.1,1,262
3946,Manhattan,Entire home/apt,150,1,94,1.48,2,215
3947,Brooklyn,Entire home/apt,149,10,1,0.07,52,0
3948,Queens,Entire home/apt,83,10,0,0.0,1,0
3949,Manhattan,Entire home/apt,180,1,0,0.0,1,0
3950,Brooklyn,Private room,18,1,0,0.0,1,0
3951,Brooklyn,Entire home/apt,100,2,1,0.02,1,0
3952,Brooklyn,Private room,145,2,21,0.45,1,64
3953,Manhattan,Entire home/apt,133,10,177,2.82,2,221
3954,Queens,Private room,75,7,186,2.93,1,193
3955,Brooklyn,Private room,100,2,16,0.25,1,341
3956,Manhattan,Shared room,99,1,94,1.46,1,0
3957,Brooklyn,Entire home/apt,132,3,5,0.14,1,0
3958,Manhattan,Private room,72,2,27,0.44,1,183
3959,Queens,Entire home/apt,125,1,13,0.22,1,0
3960,Brooklyn,Entire home/apt,102,7,26,0.41,1,2
3961,Brooklyn,Entire home/apt,129,10,3,0.05,52,303
3962,Brooklyn,Entire home/apt,107,10,35,0.55,1,18
3964,Queens,Private room,90,3,8,0.25,2,324
3965,Manhattan,Entire home/apt,200,4,0,0.0,1,0
3966,Brooklyn,Private room,90,1,2,0.03,1,0
3967,Manhattan,Private room,200,5,20,0.33,1,0
3968,Brooklyn,Entire home/apt,160,7,7,0.15,1,0
3969,Manhattan,Private room,124,5,196,3.02,2,149
3970,Brooklyn,Private room,95,4,171,2.72,1,137
3971,Brooklyn,Entire home/apt,129,10,2,0.04,52,341
3972,Brooklyn,Private room,110,4,66,1.04,1,323
3973,Manhattan,Private room,92,2,173,2.71,1,276
3974,Manhattan,Entire home/apt,175,3,157,2.46,3,38
3975,Queens,Private room,30,7,0,0.0,1,0
3976,Brooklyn,Entire home/apt,134,2,157,2.45,1,264
3978,Manhattan,Entire home/apt,152,10,5,0.1,1,0
3979,Queens,Shared room,75,2,0,0.0,1,0
3980,Manhattan,Private room,169,8,15,0.24,1,60
3981,Brooklyn,Private room,95,2,156,2.43,2,274
3982,Brooklyn,Private room,90,2,142,2.22,2,306
3983,Manhattan,Private room,60,1,19,1.34,1,356
3984,Manhattan,Entire home/apt,180,6,55,0.85,1,97
3985,Manhattan,Private room,84,3,150,2.38,1,294
3986,Brooklyn,Entire home/apt,98,4,32,0.5,1,8
3987,Brooklyn,Entire home/apt,90,7,21,0.33,1,0
3988,Brooklyn,Entire home/apt,134,6,6,0.09,1,0
3989,Manhattan,Private room,119,2,32,1.09,1,0
3990,Manhattan,Entire home/apt,141,1,20,0.33,1,0
3991,Manhattan,Entire home/apt,199,4,3,0.05,1,0
3992,Brooklyn,Entire home/apt,108,3,232,3.62,1,89
3993,Manhattan,Entire home/apt,150,5,3,0.05,1,0
3994,Brooklyn,Entire home/apt,175,2,46,0.72,3,14
3995,Brooklyn,Private room,90,3,5,0.08,1,0
3996,Brooklyn,Private room,45,2,3,0.06,1,151
3997,Brooklyn,Private room,49,3,0,0.0,4,180
3998,Queens,Entire home/apt,63,3,146,2.28,2,23
3999,Manhattan,Private room,100,6,13,0.22,2,308
4000,Brooklyn,Private room,110,1,38,0.63,1,157
4003,Queens,Private room,70,3,1,0.02,2,0
4005,Manhattan,Entire home/apt,145,10,22,0.35,1,282
4006,Queens,Private room,59,10,19,0.31,1,346
4007,Queens,Private room,50,10,1,0.03,1,0
4008,Manhattan,Entire home/apt,145,2,52,0.86,1,0
4009,Manhattan,Entire home/apt,245,2,3,0.07,1,0
4010,Manhattan,Private room,149,1,158,3.11,2,78
4011,Brooklyn,Private room,50,1,1,0.02,1,0
4012,Queens,Entire home/apt,150,1,1,0.02,1,0
4013,Manhattan,Private room,110,3,0,0.0,1,0
4014,Brooklyn,Entire home/apt,60,1,2,0.03,1,0
4015,Brooklyn,Entire home/apt,165,5,7,0.11,1,0
4016,Brooklyn,Private room,53,1,162,2.51,4,60
4017,Manhattan,Entire home/apt,160,5,0,0.0,1,0
4018,Brooklyn,Private room,38,1,40,0.62,4,280
4019,Brooklyn,Private room,49,1,96,1.51,4,120
4020,Brooklyn,Private room,47,1,90,1.43,4,74
4021,Brooklyn,Entire home/apt,120,2,15,0.24,1,61
4022,Manhattan,Entire home/apt,175,2,45,0.76,1,0
4023,Manhattan,Entire home/apt,129,10,16,0.25,5,171
4024,Brooklyn,Private room,105,1,1,0.02,1,0
4026,Manhattan,Private room,99,1,0,0.0,1,0
4027,Manhattan,Entire home/apt,210,1,32,0.5,1,0
4028,Manhattan,Private room,65,1,1,0.02,1,0
4029,Brooklyn,Private room,52,3,5,0.11,1,281
4030,Queens,Private room,100,1,13,0.51,2,0
4031,Manhattan,Private room,91,2,26,0.44,1,0
4032,Manhattan,Entire home/apt,124,5,124,1.93,2,279
4033,Manhattan,Private room,200,1,0,0.0,1,0
4035,Bronx,Private room,70,6,40,0.73,1,313
4036,Manhattan,Entire home/apt,150,1,156,2.46,1,111
4037,Brooklyn,Entire home/apt,176,3,168,2.64,2,302
4038,Manhattan,Entire home/apt,99,10,9,0.14,1,0
4039,Manhattan,Entire home/apt,130,6,2,0.06,1,0
4040,Manhattan,Entire home/apt,109,1,208,3.22,1,261
4041,Manhattan,Private room,75,2,124,1.92,1,109
4042,Manhattan,Private room,95,4,7,0.11,1,0
4043,Brooklyn,Private room,50,7,1,0.02,1,0
4044,Brooklyn,Private room,100,2,38,0.61,2,0
4045,Manhattan,Private room,68,1,86,1.36,1,64
4046,Manhattan,Private room,104,3,298,4.67,1,42
4047,Brooklyn,Private room,30,10,1,0.08,1,0
4049,Brooklyn,Private room,65,9,12,0.19,1,0
4050,Manhattan,Shared room,55,1,10,0.2,1,0
4052,Brooklyn,Entire home/apt,85,10,40,0.64,1,324
4053,Manhattan,Private room,90,5,109,1.73,2,21
4054,Manhattan,Private room,90,3,2,0.03,1,0
4055,Brooklyn,Entire home/apt,90,10,2,0.14,1,310
4056,Manhattan,Entire home/apt,199,10,2,0.03,1,0
4058,Brooklyn,Entire home/apt,125,5,0,0.0,2,213
4059,Manhattan,Private room,150,3,23,0.36,1,0
4060,Queens,Entire home/apt,140,2,14,0.22,1,0
4061,Manhattan,Entire home/apt,120,7,0,0.0,1,6
4062,Brooklyn,Private room,60,1,44,1.24,3,0
4063,Brooklyn,Private room,36,10,2,0.03,1,0
4064,Manhattan,Private room,85,3,51,1.27,1,66
4065,Brooklyn,Private room,85,1,4,0.11,1,0
4066,Brooklyn,Private room,45,7,30,0.48,1,287
4067,Brooklyn,Entire home/apt,92,3,227,3.61,1,173
4068,Brooklyn,Private room,30,1,1,0.02,1,0
4069,Brooklyn,Private room,75,1,3,0.05,1,0
4070,Manhattan,Entire home/apt,99,6,15,0.24,1,0
4071,Brooklyn,Entire home/apt,100,10,7,0.21,1,327
4072,Brooklyn,Entire home/apt,115,3,54,0.94,1,188
4073,Brooklyn,Entire home/apt,175,5,16,0.25,1,0
4074,Brooklyn,Entire home/apt,112,4,19,0.52,2,0
4076,Manhattan,Entire home/apt,103,10,7,0.23,29,326
4077,Manhattan,Entire home/apt,117,10,0,0.0,29,331
4078,Manhattan,Entire home/apt,150,5,9,0.14,1,0
4079,Staten Island,Private room,129,1,40,0.85,2,86
4080,Manhattan,Entire home/apt,145,3,8,0.13,1,0
4081,Brooklyn,Entire home/apt,115,10,0,0.0,1,0
4082,Manhattan,Entire home/apt,90,5,0,0.0,1,0
4083,Manhattan,Entire home/apt,90,2,1,0.02,1,0
4084,Brooklyn,Entire home/apt,100,10,99,1.57,2,151
4085,Bronx,Private room,41,2,12,0.35,2,0
4086,Manhattan,Entire home/apt,145,10,1,0.11,29,329
4087,Manhattan,Entire home/apt,139,10,4,0.07,29,308
4088,Manhattan,Entire home/apt,117,10,6,0.11,29,255
4089,Brooklyn,Private room,50,5,5,0.12,1,0
4090,Manhattan,Private room,80,1,254,4.02,1,118
4091,Brooklyn,Entire home/apt,100,5,10,0.16,1,0
4092,Brooklyn,Entire home/apt,225,3,12,0.19,1,0
4093,Brooklyn,Private room,70,1,7,2.21,1,176
4094,Bronx,Private room,80,3,2,0.03,1,365
4095,Manhattan,Private room,70,2,228,4.27,1,247
4096,Brooklyn,Private room,31,1,60,0.97,5,158
4097,Brooklyn,Private room,40,1,25,0.39,1,0
4099,Brooklyn,Entire home/apt,235,4,23,0.36,1,31
4100,Brooklyn,Entire home/apt,200,1,2,0.06,1,0
4101,Brooklyn,Entire home/apt,180,1,0,0.0,1,0
4102,Brooklyn,Entire home/apt,110,1,5,0.88,1,85
4103,Manhattan,Private room,120,3,5,0.09,2,0
4104,Manhattan,Entire home/apt,142,10,1,0.03,29,205
4105,Manhattan,Private room,105,3,21,0.33,3,20
4106,Manhattan,Entire home/apt,100,10,4,0.06,1,0
4107,Manhattan,Private room,102,2,6,0.26,1,0
4108,Brooklyn,Entire home/apt,152,1,334,5.2,1,269
4109,Brooklyn,Entire home/apt,150,10,22,0.38,2,207
4110,Queens,Entire home/apt,95,3,25,3.04,1,6
4111,Brooklyn,Private room,67,5,50,0.8,5,300
4112,Brooklyn,Private room,65,2,51,0.81,1,73
4113,Brooklyn,Private room,79,10,21,0.34,4,313
4114,Brooklyn,Private room,55,1,151,2.37,2,135
4115,Manhattan,Entire home/apt,83,10,1,0.02,1,0
4116,Manhattan,Entire home/apt,200,10,38,0.65,1,170
4117,Brooklyn,Private room,150,4,0,0.0,2,257
4118,Manhattan,Entire home/apt,160,10,18,0.28,1,281
4119,Queens,Entire home/apt,80,2,61,3.13,1,32
4120,Manhattan,Entire home/apt,159,2,1,0.05,1,0
4121,Manhattan,Entire home/apt,90,10,13,0.25,1,0
4122,Brooklyn,Shared room,45,4,11,0.19,2,0
4123,Manhattan,Private room,100,1,103,2.21,1,223
4124,Brooklyn,Entire home/apt,125,3,16,0.25,1,60
4125,Manhattan,Shared room,100,1,0,0.0,2,0
4126,Manhattan,Private room,80,4,143,2.24,1,187
4128,Brooklyn,Entire home/apt,90,10,62,1.2,3,280
4129,Manhattan,Entire home/apt,140,3,2,0.04,1,0
4130,Brooklyn,Private room,52,5,7,0.18,3,342
4131,Manhattan,Entire home/apt,200,2,9,0.18,1,0
4132,Brooklyn,Entire home/apt,94,2,0,0.0,1,0
4133,Brooklyn,Shared room,40,5,8,0.13,1,0
4134,Queens,Private room,55,2,12,0.2,1,89
4135,Brooklyn,Private room,69,5,6,0.1,2,0
4136,Manhattan,Entire home/apt,200,3,6,0.09,1,0
4137,Brooklyn,Entire home/apt,100,1,104,1.65,1,334
4138,Brooklyn,Entire home/apt,53,10,16,0.27,1,220
4140,Bronx,Private room,40,3,46,0.72,2,292
4141,Brooklyn,Private room,40,2,32,0.5,1,0
4142,Brooklyn,Entire home/apt,150,4,0,0.0,1,0
4143,Manhattan,Private room,65,3,1,0.02,1,0
4144,Manhattan,Private room,109,1,288,4.58,4,103
4145,Queens,Private room,60,5,66,1.05,1,348
4146,Brooklyn,Entire home/apt,180,3,13,0.21,2,0
4147,Queens,Private room,95,2,126,1.98,1,39
4148,Manhattan,Private room,140,7,49,0.82,3,296
4149,Queens,Entire home/apt,155,3,4,0.07,1,0
4150,Manhattan,Entire home/apt,105,5,132,2.09,1,12
4151,Brooklyn,Private room,45,2,53,0.83,1,365
4153,Brooklyn,Private room,50,10,0,0.0,1,281
4154,Manhattan,Private room,100,2,198,3.1,1,305
4155,Brooklyn,Private room,49,3,74,1.16,1,284
4156,Brooklyn,Entire home/apt,65,1,1,0.09,1,98
4157,Manhattan,Private room,70,1,6,0.11,1,0
4158,Manhattan,Entire home/apt,180,3,7,0.11,1,0
4159,Queens,Entire home/apt,130,10,1,0.02,1,0
4160,Brooklyn,Entire home/apt,225,3,95,1.51,2,112
4161,Manhattan,Entire home/apt,225,10,0,0.0,12,343
4162,Manhattan,Private room,85,2,24,0.63,1,318
4163,Manhattan,Entire home/apt,125,2,0,0.0,2,0
4164,Manhattan,Entire home/apt,99,10,8,0.14,8,107
4165,Queens,Private room,95,2,185,2.92,1,140
4167,Manhattan,Private room,99,3,81,1.28,3,307
4168,Manhattan,Private room,85,3,100,1.6,3,341
4169,Manhattan,Entire home/apt,90,5,16,0.25,1,3
4170,Brooklyn,Entire home/apt,85,5,32,0.66,3,38
4171,Manhattan,Entire home/apt,130,6,5,0.08,1,0
4172,Manhattan,Private room,95,1,32,0.75,1,0
4173,Brooklyn,Entire home/apt,149,10,2,0.08,52,341
4174,Brooklyn,Entire home/apt,225,7,2,0.04,1,0
4175,Brooklyn,Entire home/apt,135,2,2,0.03,1,0
4176,Manhattan,Entire home/apt,140,2,41,0.73,1,0
4177,Manhattan,Entire home/apt,200,5,4,0.07,1,0
4178,Brooklyn,Entire home/apt,159,10,7,0.12,52,327
4179,Brooklyn,Entire home/apt,200,2,17,1.68,1,81
4180,Brooklyn,Entire home/apt,155,10,23,0.36,2,336
4181,Brooklyn,Entire home/apt,125,10,18,0.29,1,0
4182,Bronx,Private room,71,4,18,0.37,2,45
4183,Brooklyn,Private room,75,2,26,1.22,2,266
4185,Brooklyn,Private room,70,7,0,0.0,1,0
4187,Brooklyn,Entire home/apt,200,2,129,2.03,1,64
4188,Brooklyn,Entire home/apt,90,10,3,0.08,1,311
4189,Brooklyn,Private room,50,4,2,0.09,2,0
4190,Brooklyn,Entire home/apt,124,4,65,1.06,1,165
4191,Manhattan,Entire home/apt,110,10,0,0.0,1,0
4192,Queens,Private room,50,5,37,0.59,1,313
4193,Manhattan,Private room,75,2,1,0.02,1,0
4194,Manhattan,Private room,90,4,1,0.03,1,0
4195,Brooklyn,Entire home/apt,130,3,92,1.45,1,248
4196,Manhattan,Entire home/apt,140,1,19,0.3,1,0
4197,Brooklyn,Entire home/apt,200,3,2,0.03,1,0
4199,Manhattan,Entire home/apt,100,2,23,0.39,1,0
4200,Queens,Entire home/apt,225,1,1,0.02,1,0
4201,Brooklyn,Private room,65,1,3,0.07,2,0
4202,Brooklyn,Entire home/apt,145,5,171,2.75,2,275
4203,Manhattan,Entire home/apt,189,5,14,0.25,1,0
4206,Brooklyn,Private room,95,4,12,0.19,1,0
4207,Manhattan,Private room,175,3,89,1.41,1,324
4208,Queens,Private room,55,1,115,1.82,5,30
4209,Manhattan,Entire home/apt,200,4,36,0.57,1,248
4210,Manhattan,Entire home/apt,200,5,51,0.81,1,88
4211,Brooklyn,Private room,69,1,159,2.89,4,280
4212,Brooklyn,Entire home/apt,135,5,33,0.53,1,76
4214,Manhattan,Private room,95,2,267,4.2,1,18
4215,Manhattan,Entire home/apt,117,10,3,0.09,29,298
4216,Manhattan,Private room,59,10,65,1.33,2,99
4217,Manhattan,Shared room,85,2,65,1.03,4,171
4218,Queens,Private room,55,1,51,0.82,4,333
4219,Brooklyn,Private room,80,2,349,5.54,1,13
4220,Brooklyn,Entire home/apt,115,10,2,0.04,1,0
4221,Manhattan,Private room,78,10,43,0.74,1,49
4222,Manhattan,Private room,150,3,38,0.6,3,357
4223,Brooklyn,Entire home/apt,195,5,3,0.05,1,0
4224,Brooklyn,Entire home/apt,142,10,8,0.13,1,157
4225,Manhattan,Entire home/apt,150,10,0,0.0,1,0
4226,Bronx,Shared room,55,7,10,0.16,1,365
4227,Brooklyn,Entire home/apt,97,10,5,0.12,1,282
4228,Brooklyn,Entire home/apt,70,10,11,0.21,1,211
4229,Manhattan,Shared room,70,1,225,3.53,1,262
4230,Manhattan,Private room,155,5,24,0.4,1,88
4231,Brooklyn,Entire home/apt,68,10,3,0.09,1,0
4232,Manhattan,Private room,68,9,31,0.61,1,129
4233,Brooklyn,Entire home/apt,150,2,52,1.33,1,53
4234,Brooklyn,Entire home/apt,150,4,0,0.0,1,0
4235,Manhattan,Entire home/apt,150,6,1,0.02,1,0
4236,Manhattan,Private room,100,1,1,0.07,1,365
4237,Manhattan,Entire home/apt,110,10,101,1.61,2,331
4238,Brooklyn,Entire home/apt,150,3,1,0.02,1,0
4239,Brooklyn,Entire home/apt,160,5,0,0.0,1,24
4240,Manhattan,Entire home/apt,218,6,53,0.9,1,304
4242,Brooklyn,Private room,79,3,115,2.83,2,111
4243,Manhattan,Entire home/apt,120,1,58,0.91,1,99
4244,Brooklyn,Entire home/apt,200,5,42,0.67,1,15
4245,Manhattan,Private room,120,5,12,0.19,3,0
4247,Manhattan,Entire home/apt,200,10,28,0.45,3,0
4248,Staten Island,Entire home/apt,75,1,1,0.02,1,0
4249,Brooklyn,Entire home/apt,175,1,2,0.03,1,0
4250,Brooklyn,Entire home/apt,76,10,1,0.04,1,333
4251,Manhattan,Entire home/apt,75,1,2,0.1,1,0
4253,Queens,Private room,75,1,48,0.77,4,355
4254,Manhattan,Entire home/apt,189,3,1,0.02,1,0
4255,Queens,Private room,55,1,1,0.02,1,0
4256,Brooklyn,Private room,80,5,11,0.18,1,0
4257,Brooklyn,Private room,69,3,19,0.31,1,238
4258,Manhattan,Private room,100,4,1,0.02,1,0
4259,Queens,Entire home/apt,100,1,1,0.02,1,0
4261,Manhattan,Private room,53,3,209,3.29,2,117
4262,Manhattan,Entire home/apt,179,2,15,0.26,1,0
4263,Brooklyn,Entire home/apt,100,8,0,0.0,1,0
4264,Queens,Entire home/apt,130,4,45,0.82,1,170
4265,Bronx,Entire home/apt,120,4,89,1.54,2,0
4266,Brooklyn,Private room,150,7,25,0.42,1,16
4267,Manhattan,Entire home/apt,105,10,5,0.09,29,265
4268,Brooklyn,Entire home/apt,150,1,197,3.19,3,209
4269,Manhattan,Entire home/apt,200,1,1,0.02,1,0
4270,Manhattan,Private room,39,10,18,0.3,6,168
4271,Manhattan,Entire home/apt,67,5,6,0.12,1,0
4272,Manhattan,Entire home/apt,200,4,7,0.93,1,32
4273,Brooklyn,Entire home/apt,129,10,3,0.05,52,336
4274,Brooklyn,Private room,55,1,67,1.11,15,307
4275,Queens,Private room,65,10,30,0.48,1,198
4276,Manhattan,Entire home/apt,100,3,18,0.29,1,0
4277,Manhattan,Private room,55,5,0,0.0,1,90
4278,Manhattan,Entire home/apt,240,1,1,0.02,1,0
4279,Manhattan,Entire home/apt,150,3,33,0.52,1,107
4281,Queens,Entire home/apt,160,2,175,2.78,1,269
4283,Brooklyn,Entire home/apt,99,10,0,0.0,1,0
4284,Brooklyn,Entire home/apt,199,10,5,0.08,52,311
